participant,group,eng_variety,spn_variety,have_ln,aoa,check_pass,check_fails,item,speaker_variety,condition,sentence_type,sentence,trial_n,correct_response,response,is_correct,rt_raw,sentence_dur,rt_adj
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,puertorican,match,interrogative-partial-wh,Cuando lleva el abrigo,32,1,1,1,1.4114,1.11,0.3013999999999999
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,cuban,match,interrogative-partial-wh,Cuando vendia el carro,33,1,0,0,1.38761,1.16,0.2276100000000001
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,chilean,match,interrogative-partial-wh,Cuando leia el libro,34,1,0,0,1.33429,1.12,0.21428999999999987
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,argentine,match,declarative-narrow-focus,Ana lleva el abrigo,35,0,0,1,1.305025,1.16,0.14502500000000018
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,argentine,match,interrogative-partial-wh,Por que iba a Bolivia,36,1,1,1,1.239395,1.11,0.12939499999999993
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,castilian,mismatch,declarative-broad-focus,Mi madre come la fruta,37,0,0,1,1.782785,1.49,0.2927850000000001
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,cuban,match,declarative-narrow-focus,Marta abre el regalo,38,0,0,1,1.40206,1.18,0.22206000000000015
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,mexican,match,interrogative-total-yn,Manuela vende el carro,39,1,0,0,1.544885,1.26,0.28488500000000005
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,puertorican,mismatch,declarative-broad-focus,Mi tia odia la lluvia,40,0,0,1,1.51792,1.23,0.28791999999999995
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,mexican,mismatch,declarative-broad-focus,El nino oye el rio,41,0,0,1,1.43498,1.08,0.35497999999999985
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,peruvian,match,interrogative-partial-wh,Por que abre el regalo,42,1,1,1,1.665905,1.53,0.13590499999999994
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,cuban,mismatch,interrogative-total-yn,Mi novio viene del lago,43,1,0,0,1.576285,1.36,0.21628499999999984
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,andalusian,mismatch,interrogative-total-yn,Mi tia odia la lluvia,44,1,0,0,2.03354,1.48,0.5535399999999999
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,argentine,match,interrogative-partial-wh,Cuando bebia el vino,45,1,1,1,1.42413,1.14,0.28413
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,puertorican,match,declarative-broad-focus,Daniel iba a Bolivia,46,0,0,1,1.628905,1.2,0.4289050000000001
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,puertorican,mismatch,interrogative-total-yn,Mi madre come la fruta,47,1,0,0,1.497935,1.25,0.24793500000000002
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,castilian,mismatch,interrogative-total-yn,La nina lava el plato,48,1,0,0,1.58544,1.45,0.13544
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,andalusian,match,interrogative-total-yn,Emilio ama la marcha,49,1,0,0,2.890305,1.38,1.5103050000000002
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,chilean,mismatch,declarative-broad-focus,Mi novio viene del lago,50,0,0,1,1.81396,1.44,0.37396000000000007
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,chilean,mismatch,declarative-narrow-focus,El bebe comia muy bien,51,0,0,1,2.03069,1.29,0.7406899999999998
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,andalusian,match,declarative-broad-focus,Maria bebe el vino,52,0,0,1,1.325825,1.11,0.21582499999999993
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_David-leia-el-libro.wav,puertorican,match,declarative-narrow-focus,David leia el libro,53,0,0,1,1.37936,1.05,0.3293599999999999
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,argentine,mismatch,interrogative-partial-wh,Cuando comia la fruta,54,1,1,1,1.094555,1.32,-0.22544500000000012
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,andalusian,match,declarative-narrow-focus,Manuela vende el carro,55,0,0,1,1.45972,1.45,0.009719999999999951
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,peruvian,mismatch,declarative-narrow-focus,El nino oye el rio,56,0,0,1,1.13847,1.57,-0.43152999999999997
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,puertorican,mismatch,declarative-broad-focus,La maestra vive en Paris,57,0,0,1,1.62304,1.21,0.4130400000000001
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,cuban,match,declarative-narrow-focus,Emilio ama la marcha,58,0,0,1,1.24797,1.26,-0.012029999999999985
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,cuban,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,59,1,1,1,0.88838,1.38,-0.49161999999999995
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,castilian,match,declarative-narrow-focus,Daniel iba a Bolivia,60,0,0,1,1.55931,1.5,0.059309999999999974
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,andalusian,match,interrogative-partial-wh,Por que ama la navidad,61,1,1,1,0.84937,1.33,-0.4806300000000001
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,cuban,match,interrogative-total-yn,Maria bebe el vino,62,1,0,0,1.209495,1.33,-0.12050500000000008
5f49286a48bd2a43821fab14,learner,Midwest,Mexico,no,13 or older,1,0,andalusian_match_declarative-broad-focus_David-leia-el-libro.wav,puertorican,match,declarative-broad-focus,David leia el libro,63,0,0,1,1.10355,1.14,-0.03644999999999987
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,castilian,match,declarative-narrow-focus,Mariano habla del tiempo,0,0,0,1,3.306,1.56,1.746
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,cuban,match,declarative-broad-focus,Ana lleva el abrigo,1,0,0,1,1.862,1.24,0.6220000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,andalusian,mismatch,interrogative-partial-wh,Por que oia el rio,2,1,0,0,1.642,1.27,0.3719999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,castilian,mismatch,declarative-narrow-focus,El nino oye el rio,3,0,0,1,1.953,1.39,0.5630000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,peruvian,mismatch,interrogative-partial-wh,Cuando comia la fruta,4,1,0,0,2.104,1.54,0.5640000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_David-leia-el-libro.wav,argentine,match,declarative-broad-focus,David leia el libro,5,0,1,0,2.509,1.34,1.1689999999999998
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,cuban,mismatch,interrogative-total-yn,El nino oye el rio,6,1,0,0,1.67,1.06,0.6099999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,cuban,match,interrogative-partial-wh,Cuando lleva el abrigo,7,1,0,0,1.334,1.18,0.15400000000000014
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,peruvian,match,declarative-narrow-focus,Marta abre el regalo,8,0,0,1,1.611,1.37,0.24099999999999988
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,chilean,match,declarative-narrow-focus,Emilio ama la marcha,9,0,0,1,2.371,1.28,1.091
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,cuban,match,interrogative-partial-wh,Por que hablaba del agua,10,1,0,0,1.837,1.38,0.4570000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,andalusian,match,interrogative-total-yn,Emilio ama la marcha,11,1,1,1,3.888,1.38,2.508
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Manuela-vende-el-carro.wav,argentine,match,declarative-broad-focus,Manuela vende el carro,12,0,0,1,1.668,1.38,0.28800000000000003
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,andalusian,mismatch,declarative-broad-focus,El bebe comia muy bien,13,0,0,1,1.663,1.33,0.33299999999999996
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,mexican,match,interrogative-partial-wh,Por que iba a Bolivia,14,1,0,0,3.44,1.24,2.2
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,chilean,match,declarative-narrow-focus,Ana lleva el abrigo,15,0,1,0,1.469,1.08,0.389
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,andalusian,mismatch,declarative-narrow-focus,El bebe comia muy bien,16,0,0,1,2.453,1.31,1.1429999999999998
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,andalusian,mismatch,declarative-broad-focus,El nino oye el rio,17,0,0,1,1.482,1.33,0.1519999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,andalusian,mismatch,interrogative-total-yn,Mi madre come la fruta,18,1,1,1,1.702,1.36,0.34199999999999986
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,cuban,mismatch,declarative-broad-focus,La maestra vive en Paris,19,0,0,1,2.906,1.29,1.616
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,castilian,mismatch,declarative-narrow-focus,La maestra vive en Paris,20,0,0,1,2.104,1.72,0.3840000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,cuban,mismatch,declarative-broad-focus,El hombre mira la luna,21,0,0,1,1.586,1.13,0.4560000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,chilean,mismatch,interrogative-total-yn,El bebe comia muy bien,22,1,1,1,1.916,1.42,0.496
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,argentine,mismatch,declarative-narrow-focus,Mi novio viene del lago,23,0,1,0,2.469,1.3,1.1689999999999998
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,argentine,mismatch,interrogative-total-yn,Mi novio viene del lago,24,1,1,1,1.716,1.5,0.21599999999999997
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,andalusian,mismatch,interrogative-total-yn,La nina lava el plato,25,1,1,1,1.803,1.41,0.393
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,cuban,match,declarative-broad-focus,Daniel iba a Bolivia,26,0,0,1,1.951,1.58,0.371
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,castilian,mismatch,interrogative-total-yn,El hombre mira la luna,27,1,0,0,4.779,1.29,3.489
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_David-leia-el-libro.wav,castilian,match,interrogative-total-yn,David leia el libro,28,1,1,1,1.993,1.43,0.5630000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,castilian,mismatch,declarative-broad-focus,Mi tia odia la lluvia,29,0,0,1,1.836,1.3,0.536
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,andalusian,match,interrogative-total-yn,Maria bebe el vino,30,1,0,0,1.703,1.15,0.5530000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,peruvian,mismatch,declarative-broad-focus,Mi madre come la fruta,31,0,1,0,2.628,1.57,1.058
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,peruvian,match,declarative-narrow-focus,Daniel iba a Bolivia,32,0,0,1,1.743,1.33,0.41300000000000003
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_David-leia-el-libro.wav,andalusian,match,declarative-narrow-focus,David leia el libro,33,0,0,1,2.521,1.45,1.071
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,andalusian,mismatch,interrogative-partial-wh,Cuando miraba la luna,34,1,1,1,2.519,1.33,1.189
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,castilian,mismatch,interrogative-partial-wh,Por que desayuna muy bien,35,1,1,1,6.175,1.52,4.654999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,cuban,mismatch,declarative-narrow-focus,Mi tia odia la lluvia,36,0,1,0,2.004,1.3,0.704
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,chilean,mismatch,declarative-narrow-focus,Mi madre come la fruta,37,0,0,1,2.068,1.17,0.8980000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,cuban,match,declarative-narrow-focus,Manuela vende el carro,38,0,0,1,1.522,1.38,0.14200000000000013
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,peruvian,match,interrogative-partial-wh,Por que ama la navidad,39,1,0,0,2.868,1.54,1.3279999999999998
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,mexican,match,interrogative-total-yn,Ana lleva el abrigo,40,1,1,1,1.862,1.15,0.7120000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,peruvian,match,declarative-narrow-focus,Maria bebe el vino,41,0,0,1,4.501,1.32,3.181
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,argentine,match,interrogative-partial-wh,Cuando bebia el vino,42,1,0,0,1.505,1.14,0.365
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,chilean,match,declarative-broad-focus,Marta abre el regalo,43,0,0,1,1.57,1.1,0.47
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,mexican,match,declarative-broad-focus,Mariano habla del tiempo,44,0,0,1,1.613,1.22,0.393
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,andalusian,match,interrogative-partial-wh,Por que abre el regalo,45,1,0,0,1.641,1.21,0.43100000000000005
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,cuban,match,interrogative-total-yn,Daniel iba a Bolivia,46,1,0,0,1.575,1.31,0.2649999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,castilian,mismatch,interrogative-partial-wh,Por que odiaba la lluvia,47,1,1,1,1.938,1.55,0.3879999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,cuban,match,interrogative-partial-wh,Cuando vendia el carro,48,1,0,0,1.857,1.16,0.6970000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,chilean,mismatch,interrogative-partial-wh,Cuando lavaba el plato,49,1,0,0,2.092,1.28,0.812
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,andalusian,mismatch,declarative-narrow-focus,El hombre mira la luna,50,0,1,0,2.272,1.33,0.9419999999999997
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,puertorican,match,interrogative-partial-wh,Cuando leia el libro,51,1,0,0,1.806,1.01,0.796
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,chilean,match,interrogative-total-yn,Marta abre el regalo,52,1,0,0,2.039,1.26,0.7790000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,peruvian,mismatch,interrogative-partial-wh,Por que vivia en Paris,53,1,0,0,2.07,1.55,0.5199999999999998
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,chilean,mismatch,declarative-broad-focus,Mi novio viene del lago,54,0,1,0,4.235,1.44,2.7950000000000004
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,peruvian,mismatch,interrogative-total-yn,La maestra vive en Paris,55,1,1,1,2.82,1.73,1.0899999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,chilean,mismatch,declarative-narrow-focus,La nina lava el plato,56,0,0,1,1.752,1.22,0.532
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,puertorican,mismatch,interrogative-total-yn,Mi tia odia la lluvia,57,1,0,0,1.637,1.35,0.2869999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,argentine,match,interrogative-total-yn,Manuela vende el carro,58,1,1,1,1.508,1.45,0.05800000000000005
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,puertorican,mismatch,declarative-broad-focus,La nina lava el plato,59,0,0,1,1.735,1.14,0.5950000000000002
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,mexican,match,declarative-broad-focus,Maria bebe el vino,60,0,0,1,1.696,1.09,0.6059999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,cuban,match,declarative-broad-focus,Emilio ama la marcha,61,0,0,1,1.642,1.23,0.4119999999999999
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,argentine,mismatch,interrogative-partial-wh,Por que venia del lago,62,1,0,0,1.891,1.15,0.7410000000000001
5f4cfe26fc6fe994078bedd3,learner,Northeast,United States,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,chilean,match,interrogative-total-yn,Mariano habla del tiempo,63,1,0,0,2.135,1.37,0.7649999999999997
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,peruvian,mismatch,declarative-broad-focus,El nino oye el rio,0,0,1,0,0.576495,1.54,-0.9635050000000001
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,peruvian,match,interrogative-partial-wh,Por que iba a Bolivia,1,1,0,0,1.65152,1.29,0.36152000000000006
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,cuban,mismatch,interrogative-partial-wh,Por que desayuna muy bien,2,1,0,0,1.610615,1.36,0.2506149999999998
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,peruvian,match,declarative-broad-focus,Mariano habla del tiempo,3,0,0,1,2.098165,1.77,0.3281649999999998
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,mexican,mismatch,declarative-narrow-focus,Mi madre come la fruta,4,0,0,1,1.701145,1.27,0.4311449999999999
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_match_declarative-narrow-focus_David-leia-el-libro.wav,argentine,match,declarative-narrow-focus,David leia el libro,5,0,0,1,1.45893,1.13,0.32893000000000017
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,chilean,match,interrogative-total-yn,Emilio ama la marcha,6,1,1,1,1.609105,1.33,0.27910499999999994
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,andalusian,mismatch,interrogative-total-yn,La nina lava el plato,7,1,1,1,1.655595,1.41,0.245595
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,mexican,match,interrogative-total-yn,Daniel iba a Bolivia,8,1,1,1,1.855615,1.33,0.5256149999999999
5f4e50590bf655000c944e16,learner,Northeast,I am not familiar with Spanish,no,13 or older,1,0,andalusian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,castilian,mismatch,interrogative-total-yn,Mi tia odia la lluvia,9,1,1,1,2.244445,1.46,0.7844449999999998
